python_file,python_symbol,py_args,py_ret,rust_file,rust_symbol,rust_args,rust_ret,struct_flag,hand_audit,deviation,commit,notes
data/mapper.py,LFM2AudioChatMapper._encode_audio_out,"(wav: torch.Tensor, sampling_rate: int)",torch.Tensor,data/mapper.rs,LFM2AudioChatMapper < 'a >::encode_audio_out,"(& Tensor, u32)",Result < Tensor >,ok,FAITHFUL,—,—,resample to codec rate + mimi.encode + append EOAudio(2048)
data/mapper.py,LFM2AudioChatMapper._load_audio_bytes,(audio: bytes),"tuple[torch.Tensor, int]",data/mapper.rs,LFM2AudioChatMapper < 'a >::load_audio_bytes,(& [u8]),"Result < (Tensor , u32) >",ok,FAITHFUL,soundfile->symphonia,—,decode encoded-audio bytes to mono f32 waveform
data/preprocess.py,preprocess_dataset,"(data: Iterable[list[ChatMessage]], output_path: str | Path, mapper: LFM2AudioChatMapper, max_context_length: int)",None,data/preprocess.rs,preprocess_dataset,"(impl IntoIterator < Item = Vec < ChatMessage > >, impl AsRef < Path >, & impl ChatMapper, i64)",Result < usize >,ok,FAITHFUL,RET None->Result<usize>,—,iterate->map->filter(0<=max_ctx<len)->save_to_disk; ChatMapper trait = the Python mapper callable; returns kept-row count
data/types.py,LFM2AudioModelInput.to,(device: torch.device | str),LFM2AudioModelInput,data/types.rs,LFM2AudioModelInput::to,(& Device),Result < Self >,ok,FAITHFUL,—,—,.to(device) on all 6 fields
detokenizer.py,FusedEmbedding.__init__,"(dim: int, codeboooks: int, vocab_size: int)",∅,detokenizer.rs,FusedEmbedding::new,(VarBuilder),Result < Self >,ok,FAITHFUL,—,—,nn.Embedding(codebooks*vocab_size dim); per-codebook offsets precomputed in new
detokenizer.py,FusedEmbedding.forward,(x: torch.Tensor),torch.Tensor,detokenizer.rs,FusedEmbedding::forward,(& Tensor),Result < Tensor >,ok,FAITHFUL,transposed layout,—,Python (B codebooks T) mean(1); Rust decode transposes to (B T codebooks) mean(2) — per-codebook offset c*vocab+x identical and mean order-invariant -> same (B T dim)
detokenizer.py,ISTFT.__init__,"(n_fft: int, hop_length: int, win_length: int, padding: str)",∅,detokenizer.rs,Istft::new,"(usize, usize, usize, VarBuilder)",Result < Self >,ok,FAITHFUL,buffer load vs recompute,—,hann window is a registered buffer (in checkpoint); Rust loads via vb.get('window') instead of torch.hann_window; n_fft=1280 hop=320 win=1280 same-pad
detokenizer.py,ISTFT.forward,(spec: torch.Tensor),torch.Tensor,detokenizer.rs,Istft::forward,"(& Tensor, & Tensor)",Result < Tensor >,ARITY py1/rs2,FIXED,dtype/algorithm,8da5ec0,candle-native f32 irfft (inverse-DFT matmul)+conv_transpose1d OLA; was f64 rustfft; bf16 spec cast to f32; ==f64 ref 1.4e-7 + e2e
detokenizer.py,LFM2AudioDetokenizer.__init__,(backbone_config: Lfm2Config),∅,detokenizer.rs,LFM2AudioDetokenizer::new,"(Lfm2Config, usize, VarBuilder)",Result < Self >,ok,FAITHFUL,—,—,FusedEmbedding(512)+Lfm2Model(backbone_config)+Linear(512 1282)+ISTFT(1280 320 1280 same)+sliding_window(getattr default 30)
detokenizer.py,LFM2AudioDetokenizer.forward,(x: torch.Tensor),torch.Tensor,detokenizer.rs,LFM2AudioDetokenizer::forward,(& Tensor),Result < Tensor >,ok,FAITHFUL,—,702b6be,FusedEmbedding->x6 upsample->Lfm2Model(sliding mask)->lin->polar->istft; e2e on full HF snapshot
model/conformer/encoder.py,ConformerEncoder.input_example,"(max_batch, max_dim)",∅,model/conformer/encoder.rs,ConformerEncoder::input_example,"(usize, usize)",(),ok,STUB,off-path,—,NeMo tracing/export input generator; no-op stub
model/conformer/encoder.py,ConformerEncoder.disabled_deployment_input_names,(),∅,model/conformer/encoder.rs,ConformerEncoder::disabled_deployment_input_names,(),Vec < & 'static str >,ok,STUB,off-path,—,deployment inventory; returns name list
model/conformer/encoder.py,ConformerEncoder.disabled_deployment_output_names,(),∅,model/conformer/encoder.rs,ConformerEncoder::disabled_deployment_output_names,(),Vec < & 'static str >,ok,STUB,off-path,—,deployment inventory; returns name list
model/conformer/encoder.py,ConformerEncoder.__init__,"(feat_in, n_layers, d_model, feat_out, causal_downsampling, subsampling, subsampling_factor, subsampling_conv_chunking_factor, subsampling_conv_channels, reduction, reduction_position, reduction_factor, ff_expansion_factor, self_attention_model, n_heads, att_context_size, att_context_probs, att_context_style, xscaling, untie_biases, pos_emb_max_len, conv_kernel_size, conv_norm_type, conv_context_size, use_bias, dropout, dropout_pre_encoder, dropout_emb, dropout_att, stochastic_depth_drop_prob: float, stochastic_depth_mode: str, stochastic_depth_start_layer: int, global_tokens: int, global_tokens_spacing: int, global_attn_separate: bool, use_pytorch_sdpa: bool, use_pytorch_sdpa_backends, sync_max_audio_length: bool)",∅,model/conformer/encoder.rs,ConformerEncoder::new,"(& ConformerEncoderConfig, VarBuilder)",Result < Self >,ok,FAITHFUL,ctor (vb),—,builds pre_encode(subsampling)+pos_enc(RelPositionalEncoding)+ConformerLayer*+out_proj; conformer_stages parity 5.6e-7
model/conformer/encoder.py,ConformerEncoder.forward_for_export,"(audio_signal, length, cache_last_channel, cache_last_time, cache_last_channel_len)",∅,model/conformer/encoder.rs,ConformerEncoder::forward_for_export,(& Tensor),Result < Tensor >,ARITY py5/rs1,STUB,off-path,—,ONNX/TorchScript export wrapper; no export path -> delegates to forward
model/conformer/encoder.py,ConformerEncoder.streaming_post_process,"(rets, keep_all_outputs)",∅,model/conformer/encoder.rs,ConformerEncoder::streaming_post_process,(Tensor),Tensor,ARITY py2/rs1,STUB,off-path,—,cache-aware streaming post-process; offline passthrough (returns rets)
model/conformer/encoder.py,ConformerEncoder.forward,"(audio_signal, length, cache_last_channel, cache_last_time, cache_last_channel_len, bypass_pre_encode)",∅,model/conformer/encoder.rs,ConformerEncoder::forward,(& Tensor),Result < Tensor >,ARITY py6/rs1,FAITHFUL,—,—,transpose->pre_encode->pos_enc->layers(no mask offline)->out_proj->transpose; == Python forward_internal core; parity 5.6e-7
model/conformer/encoder.py,ConformerEncoder.forward_internal,"(audio_signal, length, cache_last_channel, cache_last_time, cache_last_channel_len, bypass_pre_encode)",∅,model/conformer/encoder.rs,ConformerEncoder::forward_internal,(& Tensor),Result < Tensor >,ARITY py6/rs1,FAITHFUL,alias,—,Rust forward IS forward_internal (Python public forward length-handles then calls it); kept as alias for 1:1
model/conformer/encoder.py,ConformerEncoder.update_max_seq_length,"(seq_length: int, device)",∅,model/conformer/encoder.rs,ConformerEncoder::update_max_seq_length,"(usize, & candle_core :: Device)",(),ok,STUB,off-path,—,grow cached pos-enc table; Rust computes rel-pos on the fly -> no-op
model/conformer/encoder.py,ConformerEncoder.set_max_audio_length,(max_audio_length),∅,model/conformer/encoder.rs,ConformerEncoder::set_max_audio_length,(usize),(),ok,STUB,off-path,—,see update_max_seq_length; no-op
model/conformer/encoder.py,ConformerEncoder._create_masks,"(att_context_size, padding_length, max_audio_length, offset, device)",∅,model/conformer/encoder.rs,ConformerEncoder::create_masks,(),"(Option < Tensor > , Option < Tensor >)",ARITY py5/rs0,FAITHFUL,SIMPLIFIED-offline,—,returns (None None): offline unlimited-context [-1 -1] single unpadded clip -> Python masks reduce to all-False = no masking == None; general triu/tril/chunked_limited NOT ported (needed only for streaming/limited-context configs this model does not use)
model/conformer/encoder.py,ConformerEncoder.enable_pad_mask,(on),∅,model/conformer/encoder.rs,ConformerEncoder::enable_pad_mask,(bool),bool,ok,STUB,off-path,—,toggle pad masking; offline no pad mask -> returns false (prev state)
model/conformer/encoder.py,ConformerEncoder._calc_context_sizes,"(att_context_size, att_context_probs, att_context_style, conv_context_size, conv_kernel_size)",∅,model/conformer/encoder.rs,ConformerEncoder::calc_context_sizes,"(Option < Vec < i64 > >, Option < Vec < Vec < i64 > > >, Option < Vec < f64 > >, & str, Option < ConvContextSize >, i64)","Result < (Vec < Vec < i64 > > , Vec < i64 > , Vec < f64 > , ConvContextSize) >",ARITY py5/rs6,FAITHFUL,off-path,—,1:1 port of the context-size helper (Python union list[int]/list[list[int]] split into flat/list-of-list args); off-path (offline uses [-1 -1]); ported for inventory
model/conformer/encoder.py,ConformerEncoder.set_default_att_context_size,(att_context_size),∅,model/conformer/encoder.rs,ConformerEncoder::set_default_att_context_size,"((i64 , i64))",(),ok,STUB,off-path,—,streaming att context setter; no-op
model/conformer/encoder.py,ConformerEncoder.setup_streaming_params,"(chunk_size: int, shift_size: int, left_chunks: int, att_context_size: list, max_context: int)",∅,model/conformer/encoder.rs,ConformerEncoder::setup_streaming_params,(),(),ARITY py5/rs0,STUB,off-path,—,cache-aware streaming setup; no-op
model/conformer/encoder.py,ConformerEncoder.get_initial_cache_state,"(batch_size, dtype, device, max_dim)",∅,model/conformer/encoder.rs,ConformerEncoder::get_initial_cache_state,(),Option < Tensor >,ARITY py4/rs0,STUB,off-path,—,streaming cache init; returns None
model/conformer/encoder.py,ConformerEncoder.change_attention_model,"(self_attention_model: str, att_context_size: list[int], update_config: bool, device: torch.device)",∅,model/conformer/encoder.rs,ConformerEncoder::change_attention_model,(& str),(),ARITY py4/rs1,STUB,off-path,—,dynamic attention reconfig; no-op
model/conformer/encoder.py,ConformerEncoder.change_subsampling_conv_chunking_factor,(subsampling_conv_chunking_factor: int),∅,model/conformer/encoder.rs,ConformerEncoder::change_subsampling_conv_chunking_factor,(i64),Result < () >,ok,STUB,off-path,—,conv chunking reconfig; inventory stub
model/conformer/mha.py,PositionalEncoding.__init__,"(d_model, dropout_rate, max_len, xscale, dropout_rate_emb)",∅,model/conformer/mha.rs,PositionalEncoding::new,"(usize, usize, Option < f64 >)",Self,ok,TODO,,,
model/conformer/mha.py,PositionalEncoding.create_pe,"(positions, dtype)",∅,model/conformer/mha.rs,PositionalEncoding::create_pe,"(& Tensor, DType)",Result < Tensor >,ok,TODO,,,
model/conformer/mha.py,PositionalEncoding.extend_pe,"(length, device, dtype)",∅,model/conformer/mha.rs,PositionalEncoding::extend_pe,"(usize, & Device, DType)",Result < Tensor >,ok,TODO,,,
model/conformer/mha.py,PositionalEncoding.forward,"(x: torch.Tensor, cache_len)",∅,model/conformer/mha.rs,PositionalEncoding::forward,"(& Tensor, usize)","Result < (Tensor , Tensor) >",ok,TODO,,,
model/conformer/mha.py,RelPositionalEncoding.extend_pe,"(length, device, dtype)",∅,model/conformer/mha.rs,RelPositionalEncoding::extend_pe,"(usize, & Device, DType)",Result < Tensor >,ok,TODO,,,
model/conformer/mha.py,RelPositionalEncoding.forward,"(x, cache_len)",∅,model/conformer/mha.rs,RelPositionalEncoding::forward,(& Tensor),"Result < (Tensor , Tensor) >",ARITY py2/rs1,TODO,,,
model/conformer/mha.py,MultiHeadAttention.__init__,"(n_head, n_feat, dropout_rate, max_cache_len, use_bias, use_pytorch_sdpa, use_pytorch_sdpa_backends)",∅,model/conformer/mha.rs,MultiHeadAttention::new,"(usize, usize, bool, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/mha.py,MultiHeadAttention.forward_qkv,"(query, key, value)",∅,model/conformer/mha.rs,MultiHeadAttention::forward_qkv,"(& Tensor, & Tensor, & Tensor)","Result < (Tensor , Tensor , Tensor) >",ok,TODO,,,
model/conformer/mha.py,MultiHeadAttention.forward_attention,"(value, scores, mask)",∅,model/conformer/mha.rs,MultiHeadAttention::forward_attention,"(& Tensor, & Tensor, Option < & Tensor >)",Result < Tensor >,ok,TODO,,,
model/conformer/mha.py,MultiHeadAttention.forward,"(query, key, value, mask, pos_emb, cache)",∅,model/conformer/mha.rs,MultiHeadAttention::forward,"(& Tensor, & Tensor, & Tensor, Option < & Tensor >)",Result < Tensor >,ARITY py6/rs4,TODO,,,
model/conformer/mha.py,MultiHeadAttention.update_cache,"(key, value, query, cache)",∅,model/conformer/mha.rs,MultiHeadAttention::update_cache,"(& Tensor, & Tensor, & Tensor, Option < & Tensor >)","Result < (Tensor , Tensor , Tensor , Option < Tensor >) >",ok,TODO,,,
model/conformer/mha.py,RelPositionMultiHeadAttention.__init__,"(n_head, n_feat, dropout_rate, pos_bias_u, pos_bias_v, max_cache_len, use_bias, use_pytorch_sdpa, use_pytorch_sdpa_backends)",∅,model/conformer/mha.rs,RelPositionMultiHeadAttention::new,"(usize, usize, bool, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/mha.py,RelPositionMultiHeadAttention.rel_shift,(x),∅,model/conformer/mha.rs,RelPositionMultiHeadAttention::rel_shift,(& Tensor),Result < Tensor >,ok,TODO,,,
model/conformer/mha.py,RelPositionMultiHeadAttention.forward,"(query, key, value, mask, pos_emb, cache)",∅,model/conformer/mha.rs,RelPositionMultiHeadAttention::forward,"(& Tensor, & Tensor, & Tensor, Option < & Tensor >, & Tensor)",Result < Tensor >,ARITY py6/rs5,TODO,,,
model/conformer/modules.py,ConformerLayer.__init__,"(d_model, d_ff, self_attention_model, global_tokens, global_tokens_spacing, global_attn_separate, n_heads, conv_kernel_size, conv_norm_type, conv_context_size, dropout, dropout_att, pos_bias_u, pos_bias_v, att_context_size, use_bias, use_pytorch_sdpa, use_pytorch_sdpa_backends)",∅,model/conformer/modules.rs,ConformerLayer::new,"(usize, usize, usize, usize, bool, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/modules.py,ConformerLayer.forward,"(x, att_mask, pos_emb, pad_mask, cache_last_channel, cache_last_time)",∅,model/conformer/modules.rs,ConformerLayer::forward,"(& Tensor, Option < & Tensor >, & Tensor, Option < & Tensor >)",Result < Tensor >,ARITY py6/rs4,TODO,,,
model/conformer/modules.py,ConformerConvolution.__init__,"(d_model, kernel_size, norm_type, conv_context_size, pointwise_activation, use_bias)",∅,model/conformer/modules.rs,ConformerConvolution::new,"(usize, usize, bool, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/modules.py,ConformerConvolution.forward,"(x, pad_mask, cache)",∅,model/conformer/modules.rs,ConformerConvolution::forward,"(& Tensor, Option < & Tensor >)",Result < Tensor >,ARITY py3/rs2,TODO,,,
model/conformer/modules.py,ConformerConvolution.reset_parameters_conv,(),∅,model/conformer/modules.rs,ConformerConvolution::reset_parameters_conv,(),(),ok,TODO,,,
model/conformer/modules.py,ConformerFeedForward.__init__,"(d_model, d_ff, dropout, activation, use_bias)",∅,model/conformer/modules.rs,ConformerFeedForward::new,"(usize, usize, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/modules.py,ConformerFeedForward.forward,(x),∅,model/conformer/modules.rs,ConformerFeedForward::forward,(& Tensor),Result < Tensor >,ok,TODO,,,
model/conformer/modules.py,ConformerFeedForward.reset_parameters_ff,(),∅,model/conformer/modules.rs,ConformerFeedForward::reset_parameters_ff,(),(),ok,TODO,,,
model/conformer/modules.py,CausalConv1D.__init__,"(in_channels: int, out_channels: int, kernel_size: int, stride: int, padding: str | int, dilation: int, groups: int, bias: bool, padding_mode: str, device, dtype)",None,model/conformer/modules.rs,CausalConv1D::new,"(usize, usize, usize, usize, CausalPadding, usize, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/modules.py,CausalConv1D.update_cache,"(x, cache)",∅,model/conformer/modules.rs,CausalConv1D::update_cache,"(& Tensor, Option < & Tensor >)","Result < (Tensor , Option < Tensor >) >",ok,TODO,,,
model/conformer/modules.py,CausalConv1D.forward,"(x, cache)",∅,model/conformer/modules.rs,CausalConv1D::forward,"(& Tensor, Option < & Tensor >)","Result < (Tensor , Option < Tensor >) >",ok,TODO,,,
model/conformer/processor.py,AudioPreprocessor.__init__,"(win_length, hop_length)",∅,model/conformer/processor.rs,AudioPreprocessor::new,"(usize, usize)",Self,ok,TODO,,,
model/conformer/processor.py,AudioPreprocessor.forward,"(input_signal, length)",∅,model/conformer/processor.rs,AudioPreprocessor::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,TODO,,,
model/conformer/processor.py,AudioPreprocessor.get_features,"(input_signal, length)",∅,model/conformer/processor.rs,AudioPreprocessor::get_features,"(& Tensor, Option < & Tensor >)","Result < (Tensor , Option < Tensor >) >",ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.save_to,(save_path: str),∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::save_to,(& str),(),ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.restore_from,(restore_path: str),∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::restore_from,(& str),(),ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.__init__,"(sample_rate, window_size, window_stride, n_window_size, n_window_stride, window, normalize, n_fft, preemph, features, lowfreq, highfreq, log, log_zero_guard_type, log_zero_guard_value, dither, pad_to, frame_splicing, exact_pad, pad_value, mag_power, rng, nb_augmentation_prob, nb_max_freq, use_torchaudio: bool, mel_norm, stft_exact_pad, stft_conv)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::new,(FilterbankFeatures),Self,ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.input_example,"(max_batch: int, max_dim: int, min_length: int)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::input_example,"(usize, usize, usize)",(),ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.get_features,"(input_signal, length)",∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::get_features,"(& Tensor, Option < & Tensor >)","Result < (Tensor , Option < Tensor >) >",ok,TODO,,,
model/conformer/processor.py,AudioToMelSpectrogramPreprocessor.filter_banks,(),∅,model/conformer/processor.rs,AudioToMelSpectrogramPreprocessor::filter_banks,(),& Tensor,ok,TODO,,,
model/conformer/processor.py,FilterbankFeatures.__init__,"(sample_rate, n_window_size, n_window_stride, window, normalize, n_fft, preemph, nfilt, lowfreq, highfreq, log, log_zero_guard_type, log_zero_guard_value, dither, pad_to, max_duration, frame_splicing, exact_pad, pad_value, mag_power, use_grads, rng, nb_augmentation_prob, nb_max_freq, mel_norm, stft_exact_pad, stft_conv)",∅,model/conformer/processor.rs,FilterbankFeatures::new,"(MelConfig, & Device)",Result < Self >,ok,TODO,,,
model/conformer/processor.py,FilterbankFeatures.stft,(x),∅,model/conformer/processor.rs,FilterbankFeatures::stft,(& Tensor),"Result < (Tensor , Tensor) >",ok,FAITHFUL,algorithm torch.stft->Conv1d-DFT,55acb23,windowed real-DFT as Conv1d kernel (stride=hop) f32 on-device; mel 1.18e-5 vs torch golden
model/conformer/processor.py,FilterbankFeatures.log_zero_guard_value_fn,(x),∅,model/conformer/processor.rs,FilterbankFeatures::log_zero_guard_value_fn,(& Tensor),f64,ok,TODO,,,
model/conformer/processor.py,FilterbankFeatures.get_seq_len,(seq_len),∅,model/conformer/processor.rs,FilterbankFeatures::get_seq_len,(usize),usize,ok,TODO,,,
model/conformer/processor.py,FilterbankFeatures.filter_banks,(),∅,model/conformer/processor.rs,FilterbankFeatures::filter_banks,(),& Tensor,ok,TODO,,,
model/conformer/processor.py,FilterbankFeatures.forward,"(x, seq_len, linear_spec)",∅,model/conformer/processor.rs,FilterbankFeatures::forward,(& Tensor),Result < Tensor >,ARITY py3/rs1,FAITHFUL,f32-on-device,55acb23,preemph->stft->mag^power->mel->log->per-feature norm all candle f32 on device; conformer-through-mel 5.6e-7
model/conformer/processor.py,normalize_batch,"(x, seq_len, normalize_type)",∅,model/conformer/processor.rs,normalize_batch,"(& Tensor, usize)",Result < Tensor >,ARITY py3/rs2,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.__init__,"(subsampling, subsampling_factor, feat_in, feat_out, conv_channels, subsampling_conv_chunking_factor, activation, is_causal)",∅,model/conformer/subsampling.rs,ConvSubsampling::new,"(usize, usize, usize, usize, VarBuilder)",Result < Self >,ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.get_sampling_frames,(),∅,model/conformer/subsampling.rs,ConvSubsampling::get_sampling_frames,(),[usize ; 2],ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.get_streaming_cache_size,(),∅,model/conformer/subsampling.rs,ConvSubsampling::get_streaming_cache_size,(),[usize ; 2],ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.forward,"(x, lengths)",∅,model/conformer/subsampling.rs,ConvSubsampling::forward,(& Tensor),Result < Tensor >,ARITY py2/rs1,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.reset_parameters,(),∅,model/conformer/subsampling.rs,ConvSubsampling::reset_parameters,(),(),ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.conv_split_by_batch,"(x, lengths)",∅,model/conformer/subsampling.rs,ConvSubsampling::conv_split_by_batch,"(& Tensor, Vec < usize >)","Result < (Tensor , Vec < usize > , bool) >",ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.conv_split_by_channel,(x),∅,model/conformer/subsampling.rs,ConvSubsampling::conv_split_by_channel,(& Tensor),Result < Tensor >,ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.channel_chunked_conv,"(conv, chunk_size, x)",∅,model/conformer/subsampling.rs,ConvSubsampling::channel_chunked_conv,"(& Conv2d, usize, & Tensor)",Result < Tensor >,ok,TODO,,,
model/conformer/subsampling.py,ConvSubsampling.change_subsampling_conv_chunking_factor,(subsampling_conv_chunking_factor: int),∅,model/conformer/subsampling.rs,ConvSubsampling::change_subsampling_conv_chunking_factor,(i64),Result < () >,ok,TODO,,,
model/conformer/subsampling.py,calc_length,"(lengths, all_paddings, kernel_size, stride, ceil_mode, repeat_num)",∅,model/conformer/subsampling.rs,calc_length,"(usize, i64, i64, i64, bool, usize)",usize,ok,TODO,,,
model/conformer/subsampling.py,MaskedConvSequential.forward,"(x, lengths)",∅,model/conformer/subsampling.rs,MaskedConvSequential::forward,"(& Tensor, & [usize], i64, i64, (i64 , i64))","Result < (Tensor , Vec < usize >) >",ARITY py2/rs5,TODO,,,
model/conformer/subsampling.py,MaskedConvSequential._create_mask,"(tensor, lengths)",∅,model/conformer/subsampling.rs,MaskedConvSequential::create_mask,"(& Tensor, & [usize])",Result < Tensor >,ok,TODO,,,
model/conformer/subsampling.py,apply_channel_mask,"(tensor, mask)",∅,model/conformer/subsampling.rs,apply_channel_mask,"(& Tensor, & Tensor)",Result < Tensor >,ok,TODO,,,
model/conformer/subsampling.py,calculate_conv_output_size,"(input_size: torch.Tensor, kernel_size: int, stride: int, padding: tuple[int, int])",∅,model/conformer/subsampling.rs,calculate_conv_output_size,"(i64, i64, i64, (i64 , i64))",i64,ok,TODO,,,
model/conformer/utils.py,avoid_float16_autocast_context,(),∅,model/conformer/utils.rs,avoid_float16_autocast_context,(),(),ok,STUB,no-op,—,NeMo autocast helper (avoid float16 via cuda f32/bf16 autocast); Rust explicit-dtype no autocast -> no-op; off-path
model/conformer/utils.py,compute_stochastic_depth_drop_probs,"(num_layers: int, stochastic_depth_drop_prob: float, stochastic_depth_mode: str, stochastic_depth_start_layer: int)",list[float],model/conformer/utils.rs,compute_stochastic_depth_drop_probs,"(usize, f64, & str, usize)",Vec < f64 >,ok,FAITHFUL,ValueError->panic,—,line-for-line: validations + [0]*start_layer + linear(l/L*p l=1..L)/uniform(p*L) branches identical; training regularizer (off-path at inference drop_prob=0)
model/lfm2_audio.py,LFM2AudioModel.__init__,(conf: LFM2AudioConfig),∅,model/lfm2_audio.rs,LFM2AudioModel::new,"(Lfm2Config, & ConformerEncoderConfig, & DepthformerConfig, usize, usize, usize, & LossConf, VarBuilder)",Result < Self >,ok,TODO,,,
model/lfm2_audio.py,LFM2AudioModel.from_pretrained,"(repo_id: str | Path, revision: str | None, dtype: torch.dtype, device: torch.device | str)",Self,model/lfm2_audio.rs,LFM2AudioModel::from_pretrained,"(& std :: path :: Path, DType, & candle_core :: Device)","Result < (Self , crate :: processor :: LFM2AudioProcessor) >",ARITY py4/rs3,TODO,,,
